--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
./temp\79.jpg            	오유시 로점안예(외용)             	0.0041
./temp\80.jpg            	1.25                     	0.7192
./temp\81.jpg            	4                        	0.9950
./temp\82.jpg            	1                        	0.7197
./temp\83.jpg            	식후 변회해(해동 1 시            	0.0000
./temp\84.jpg            	646201060                	0.7432
./temp\85.jpg            	손로전정(내복)                 	0.0545
./temp\86.jpg            	2                        	0.9942
./temp\87.jpg            	3                        	0.9899
./temp\88.jpg            	2                        	0.9926
./temp\89.jpg            	식후30원                    	0.0127
./temp\90.jpg            	646200690                	0.7443
./temp\91.jpg            	특소전정(내역)                 	0.0369
./temp\92.jpg            	1                        	0.7940
./temp\93.jpg            	3                        	0.9988
./temp\94.jpg            	2                        	0.9889
./temp\95.jpg            	식후30분                    	0.1393
./temp\96.jpg            	646202070                	0.9447
./temp\97.jpg            	1                        	0.4407
./temp\98.jpg            	1                        	0.4407
./temp\99.jpg            	3                        	0.9844
./temp\100.jpg           	7                        	0.2835
./temp\101.jpg           	a후30문                    	0.0164
./temp\102.jpg           	6eonooeao                	0.0539
./temp\103.jpg           	671006320                	0.2305
./temp\104.jpg           	중복처                      	0.1957
./temp\105.jpg           	사유코트:                    	0.7020
./temp\106.jpg           	사유코트                     	0.6956
./temp\107.jpg           	사유                       	0.9004
./temp\108.jpg           	\'                       	0.3735
./temp\109.jpg           	1                        	0.6294
./temp\110.jpg           	1                        	0.4325
./temp\111.jpg           	1                        	0.4367
./temp\112.jpg           	사용기간                     	0.7989
./temp\113.jpg           	교부입부터                    	0.3009
./temp\114.jpg           	3                        	0.9997
./temp\115.jpg           	)일간                      	0.8474
./temp\116.jpg           	제                        	0.4154
./temp\117.jpg           	사용기간내에                   	0.9304
./temp\118.jpg           	약국에                      	0.9833
./temp\119.jpg           	제출하여야                    	0.8896
./temp\120.jpg           	합니다.                     	0.9672
./temp\121.jpg           	외                        	0.8755
./temp\122.jpg           	약                        	0.9395
./temp\123.jpg           	종                        	0.4674
./temp\124.jpg           	조                        	0.9969
./temp\125.jpg           	제                        	0.9892
./temp\126.jpg           	내                        	0.9995
./temp\127.jpg           	역                        	0.6428
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
./temp\128.jpg           	증증증의                     	0.0025
./temp\129.jpg           	조제개관외명칭                  	0.1036
./temp\130.jpg           	처방의                      	0.5752
